#auto.ord	auto.parent.ord	auto.deprel	gold.ord	gold.parent.ord	gold.deprel	parent_match	PreGenNmod
48	45	advmod	48	45	advmod	correct	
49	51	punct	49	51	punct	correct	
50	51	advmod	50	51	advmod	correct	
51	45	advcl	51	45	advcl	correct	
52	45	punct	52	51	punct	wrong	
53	54	aux	53	54	mark	correct	
54	28	conj	54	41	acl:relcl	wrong	
55	54	nsubj	55	54	nsubj	correct	
56	59	punct	56	59	punct	correct	
57	59	advmod	57	59	advmod	correct	
58	59	expl:pv	58	59	expl:pv	correct	
59	55	acl:relcl	59	54	advcl	wrong	
60	59	nsubj	60	59	nsubj	correct	
61	63	punct	61	63	punct	correct	
62	63	det	62	63	det	correct	
63	55	conj	63	1	appos	wrong	
64	66	punct	64	66	punct	correct	
65	66	nsubj	65	66	nsubj	correct	
66	63	acl:relcl	66	63	acl:relcl	correct	
67	66	obl	67	66	obl	correct	
68	66	xcomp	68	66	xcomp	correct	
69	70	amod	69	70	amod	correct	
70	68	obj	70	68	obj	correct	
71	73	case	71	73	case	correct	
72	73	det	72	73	det	correct	
73	68	obl	73	68	obl	correct	
74	73	amod	74	73	amod	correct	
75	81	punct	75	81	punct	correct	
76	81	advmod	76	81	advmod	correct	
77	81	advmod	77	76	advmod:emph	wrong	
78	81	nsubj	78	81	nsubj	correct	
79	81	obj	79	81	obj	correct	
80	79	nmod	80	79	nmod	correct	
81	66	conj	81	66	conj	correct	
82	84	punct	82	84	punct	correct	
83	84	mark	83	84	mark	correct	
84	81	ccomp	84	81	advcl	correct	
85	84	cop	85	84	cop	correct	
86	84	nsubj	86	84	nsubj	correct	
87	86	det	87	86	det	correct	
88	89	cc	88	89	cc	correct	
89	86	conj	89	86	conj	correct	
90	89	amod	90	89	amod	correct	
91	28	punct	91	106	punct	wrong	
92	93	det	92	93	det	correct	
93	106	nsubj	93	106	nsubj	correct	
94	106	cc	94	106	advmod	correct	
95	94	fixed	95	94	fixed	correct	
96	100	punct	96	100	punct	correct	
97	100	mark	97	100	mark	correct	
98	97	fixed	98	97	fixed	correct	
99	100	advmod	99	100	advmod	correct	
100	106	advcl	100	106	advcl	correct	
101	100	punct	101	100	punct	correct	
102	103	det	102	103	det	correct	
103	106	obj	103	106	obj	correct	
104	103	amod	104	103	amod	correct	
105	106	obl:arg	105	106	obl:arg	correct	
106	28	root	106	28	parataxis	correct	
107	122	punct	107	122	punct	correct	
108	122	advmod	108	122	mark	correct	
109	122	obl:arg	109	115	nmod	wrong	1
110	111	punct	110	111	punct	correct	
111	109	conj	111	109	conj	correct	
112	116	expl:pv	112	116	expl:pv	correct	
113	114	case	113	114	case	correct	
114	116	obl	114	116	obl	correct	
115	116	nsubj	115	116	nsubj	correct	
116	109	acl:relcl	116	122	advcl	wrong	
117	116	punct	117	116	punct	correct	
118	119	det	118	119	det	correct	
119	122	nsubj	119	122	nsubj	correct	
120	121	amod	120	122	obl:arg	wrong	
121	122	obl:arg	121	122	obj	correct	
122	106	conj	122	106	parataxis	correct	
123	106	punct	123	106	punct	correct	
1	4	cc	1	4	advmod:emph	correct	
2	4	advmod	2	4	advmod:emph	correct	
3	4	advmod:emph	3	4	advmod:emph	correct	
4	0	root	4	0	root	wrong	
5	4	obl	5	4	obl	correct	
6	7	amod	6	7	amod	correct	
7	5	nmod	7	5	nmod	correct	
8	9	case	8	9	case	correct	
9	4	obl	9	4	obl	correct	
10	4	xcomp	10	4	xcomp	correct	
11	4	advmod	11	4	advmod	correct	
12	4	nsubj	12	4	nsubj	correct	
13	12	flat	13	12	nmod	correct	
14	16	punct	14	16	punct	correct	
15	16	cc	15	16	advmod:emph	correct	
16	4	conj	16	4	conj	correct	
17	16	obl	17	16	obl	correct	
18	16	obj	18	16	obj	correct	
19	16	advmod	19	16	advmod	correct	
20	21	cc	20	21	cc	correct	
21	19	conj	21	18	conj	wrong	
22	24	punct	22	24	punct	correct	
23	24	mark	23	24	mark	correct	
24	16	advcl	24	16	advcl	correct	
25	26	case	25	26	case	correct	
26	27	obl	26	27	obl	correct	
27	24	xcomp	27	24	xcomp	correct	
28	27	obj	28	27	obj	correct	
29	27	advmod	29	27	advmod	correct	
30	4	punct	30	4	punct	correct	
1	2	mark	1	2	mark	correct	
2	0	root	2	0	root	wrong	
3	2	xcomp	3	2	xcomp	correct	
4	6	punct	4	6	punct	correct	
5	6	punct	5	6	punct	correct	
6	3	ccomp	6	3	ccomp	correct	
7	6	advmod	7	6	advmod	correct	
8	9	cc	8	9	cc	correct	
9	6	conj	9	6	conj	correct	
10	11	punct	10	11	punct	correct	
11	6	conj	11	6	parataxis	correct	
12	13	amod	12	13	amod	correct	
13	11	obj	13	11	obj	correct	
14	18	punct	14	18	punct	correct	
15	18	mark	15	18	mark	correct	
16	18	obl	16	18	obl:arg	correct	
17	18	dep	17	18	nsubj	correct	
18	11	dep	18	11	advcl	correct	
19	26	punct	19	26	punct	correct	
20	26	advmod	20	26	advmod	correct	
21	22	case	21	22	case	correct	
22	26	obl	22	26	obl	correct	
23	24	advmod	23	24	advmod	correct	
24	22	amod	24	22	amod	correct	
25	24	obl	25	24	obl	correct	
26	6	conj	26	13	acl:relcl	wrong	
27	29	case	27	29	case	correct	
28	29	amod	28	29	amod	correct	
29	26	obl	29	26	obl	correct	
30	31	obl	30	32	obl	wrong	
31	26	xcomp	31	26	xcomp	correct	
32	31	obj	32	26	nsubj	wrong	
33	2	punct	33	2	punct	correct	
34	2	root	34	2	punct	correct	
1	2	advmod	1	2	advmod:emph	correct	
2	0	root	2	0	root	wrong	
3	2	aux	3	2	aux	correct	
4	5	case	4	5	case	correct	
5	2	obl	5	2	obl	correct	
6	5	nmod	6	5	nmod	correct	
7	9	det	7	9	det	correct	
8	9	amod	8	9	amod	correct	
9	6	nmod	9	6	nmod	correct	
10	12	punct	10	12	punct	correct	
11	12	case	11	12	case	correct	
12	5	conj	12	5	conj	correct	
13	14	amod	13	14	amod	correct	
14	12	nmod	14	12	nmod	correct	
15	17	cc	15	17	cc	correct	
16	17	amod	16	17	amod	correct	
17	14	conj	17	14	conj	correct	
18	25	punct	18	25	punct	correct	
19	25	cc	19	25	cc	correct	
20	21	case	20	21	case	correct	
21	25	obl	21	25	obl	correct	
22	23	cc	22	23	cc	correct	
23	21	conj	23	21	conj	correct	
24	25	aux	24	25	aux	correct	
25	2	conj	25	2	conj	correct	
26	27	case	26	27	case	correct	
27	25	obl	27	25	obl	correct	
28	25	advmod	28	25	advmod	correct	
29	25	advmod	29	25	advcl	correct	
30	31	case	30	31	case	correct	
31	29	obl	31	29	nmod	correct	
32	2	punct	32	2	punct	correct	
1	2	cc	1	2	cc	correct	
2	0	root	2	0	root	wrong	
3	2	aux	3	2	aux	correct	
4	6	punct	4	6	punct	correct	
5	6	advmod	5	6	advmod	correct	
6	2	ccomp	6	2	ccomp	correct	
7	8	det	7	8	det	correct	
8	6	nsubj	8	6	nsubj	correct	
9	13	punct	9	13	punct	correct	
10	13	mark	10	13	mark	correct	
11	13	obj	11	13	obj	correct	
12	13	advmod:emph	12	11	advmod:emph	wrong	
13	6	conj	13	6	conj	correct	
14	17	punct	14	17	punct	correct	
15	16	case	15	18	case	wrong	
16	17	obl	16	18	nmod	wrong	1
17	13	ccomp	17	11	acl:relcl	wrong	
18	17	obl	18	17	obl	correct	
19	17	punct	19	17	punct	correct	
20	13	xcomp	20	11	appos	wrong	
21	20	obl	21	20	obl	correct	
22	23	amod	22	24	amod	wrong	
23	20	obj	23	24	nmod	wrong	1
24	20	obj	24	20	obj	correct	
25	26	punct	25	26	punct	correct	
26	20	conj	26	20	conj	correct	
27	26	advmod	27	26	advmod	correct	
28	26	advmod	28	26	advmod	correct	
29	26	obl	29	26	obl	correct	
30	31	cc	30	31	cc	correct	
31	29	conj	31	29	conj	correct	
32	2	punct	32	2	punct	correct	
1	2	cc	1	2	advmod:emph	correct	
2	0	root	2	0	root	wrong	
3	2	aux	3	2	aux	correct	
4	17	punct	4	17	punct	correct	
5	17	mark	5	17	mark	correct	
6	7	case	6	7	case	correct	
7	34	obl	7	17	obl	wrong	
8	7	det	8	7	det	correct	
9	13	punct	9	13	punct	correct	
10	13	obj	10	13	obj	correct	
11	13	nsubj	11	13	nsubj	correct	
12	13	obl:arg	12	13	obl:arg	correct	
13	7	acl:relcl	13	7	acl:relcl	correct	
14	13	punct	14	13	punct	correct	
15	16	case	15	16	case	correct	
16	19	obl:arg	16	19	obl:arg	correct	
17	2	ccomp	17	2	ccomp	correct	
18	19	expl:pv	18	19	expl:pv	correct	
19	17	xcomp	19	17	xcomp	correct	
20	23	punct	20	23	punct	correct	
21	23	nsubj	21	23	nsubj	correct	
22	23	obj	22	23	obj	correct	
23	19	ccomp	23	16	acl:relcl	wrong	
24	26	punct	24	26	punct	correct	
25	26	mark	25	26	mark	correct	
26	34	advcl	26	17	conj	wrong	
27	26	punct	27	30	punct	wrong	
28	26	dep	28	30	nsubj:pass	wrong	
29	30	obl:arg	29	30	obl:agent	correct	
30	26	dep	30	34	csubj	wrong	
31	26	punct	31	34	punct	wrong	
32	34	aux	32	34	mark	correct	
33	34	obl:arg	33	34	obl:arg	correct	
34	2	ccomp	34	26	ccomp	wrong	
35	36	case	35	36	case	correct	
36	34	obl	36	34	obl:arg	correct	
37	38	cc	37	38	cc	correct	
38	36	conj	38	36	conj	correct	
39	40	cc	39	40	cc	correct	
40	36	conj	40	36	conj	correct	
41	2	punct	41	2	punct	correct	
1	2	cc	1	2	advmod:emph	correct	
2	0	root	2	0	root	wrong	
3	2	aux	3	2	aux	correct	
4	9	punct	4	9	punct	correct	
5	9	obj	5	9	obj	correct	
6	7	mark	6	7	mark	correct	
7	5	xcomp	7	5	advcl	correct	
8	9	mark	8	9	mark	correct	
9	2	ccomp	9	2	ccomp	correct	
10	9	xcomp	10	9	xcomp	correct	
11	12	case	11	12	case	correct	
12	9	obl	12	9	obl	correct	
13	9	obl:arg	13	9	obl:arg	correct	
14	16	punct	14	16	punct	correct	
15	16	nsubj	15	16	nsubj	correct	
16	13	acl:relcl	16	13	acl:relcl	correct	
17	19	case	17	19	case	correct	
18	19	det	18	19	det	correct	
19	16	obl	19	16	orphan	correct	
20	21	case	20	21	case	correct	
21	16	obl	21	16	orphan	correct	
22	25	cc	22	28	cc	wrong	
23	25	case	23	25	case	correct	
24	25	det	24	25	det	correct	
25	21	conj	25	28	obl	wrong	
26	27	nummod	26	27	nummod	correct	
27	28	obl	27	28	obl	correct	
28	16	xcomp	28	16	xcomp	correct	
29	2	punct	29	2	punct	correct	
1	2	cc	1	2	advmod:emph	correct	
2	0	root	2	0	root	wrong	
3	2	aux	3	2	aux	correct	
4	5	punct	4	8	punct	wrong	
5	2	dep	5	8	nsubj	wrong	
6	7	mark	6	8	mark	wrong	
7	5	dep	7	8	advmod	wrong	
8	5	dep	8	2	ccomp	wrong	
9	12	punct	9	12	punct	correct	
10	12	advmod:emph	10	12	advmod:emph	correct	
11	12	det	11	12	det	correct	
12	5	conj	12	15	nsubj	wrong	
13	15	mark	13	15	mark	correct	
14	15	det	14	15	det	correct	
15	12	orphan	15	8	conj	wrong	
16	25	punct	16	25	punct	correct	
17	25	mark	17	25	mark	correct	
18	19	punct	18	19	punct	correct	
19	25	dep	19	25	ccomp	correct	
20	19	punct	20	19	punct	correct	
21	19	punct	21	19	punct	correct	
22	23	case	22	26	case	wrong	
23	25	dep	23	26	dep	wrong	
24	25	advmod	24	25	advmod	correct	
25	2	conj	25	8	conj	wrong	
26	25	obl	26	25	obl	correct	
27	29	cc	27	29	cc	correct	
28	29	punct	28	29	punct	correct	
29	25	conj	29	19	conj	wrong	
30	29	det	30	29	obl:arg	correct	
31	32	cc	31	32	cc	correct	
32	29	conj	32	29	conj	correct	
33	29	punct	33	29	punct	correct	
34	29	punct	34	29	punct	correct	
35	37	case	35	37	case	correct	
36	37	amod	36	37	amod	correct	
37	25	obl	37	29	orphan	wrong	
38	2	punct	38	2	punct	correct	
1	2	advmod	1	2	advmod	correct	
2	0	root	2	0	root	wrong	
3	2	obj	3	2	obj	correct	
4	8	punct	4	2	punct	wrong	
5	2	conj	5	2	advmod:emph	correct	
6	8	punct	6	8	punct	correct	
7	8	obl:arg	7	8	obl:arg	correct	
8	2	conj	8	2	conj	correct	
9	8	obl:arg	9	7	amod	wrong	
10	8	advmod	10	8	advmod	correct	
11	8	obj	11	8	obj	correct	
12	13	case	12	13	case	correct	
13	11	nmod	13	8	obl	wrong	
14	16	cc	14	16	cc	correct	
15	16	case	15	16	case	correct	
16	13	conj	16	13	conj	correct	
17	20	punct	17	20	punct	correct	
18	19	case	18	19	case	correct	
19	20	obl:arg	19	20	obl:arg	correct	
20	2	conj	20	2	conj	correct	
21	23	punct	21	23	punct	correct	
22	23	case	22	23	case	correct	
23	20	obl:arg	23	19	conj	wrong	
24	27	punct	24	27	punct	correct	
25	27	nsubj	25	27	nsubj	correct	
26	27	advmod	26	27	advmod	correct	
27	20	conj	27	2	parataxis	wrong	
28	30	punct	28	30	punct	correct	
29	30	advmod	29	30	advmod	correct	
30	27	advcl	30	27	advcl	correct	
31	30	nsubj	31	30	nsubj	correct	
32	31	amod	32	31	amod	correct	
33	2	punct	33	2	punct	correct	
1	2	advmod	1	2	advmod	correct	
2	0	root	2	0	root	wrong	
3	2	obj	3	2	obj	correct	
4	7	punct	4	9	punct	wrong	
5	7	case	5	7	case	correct	
6	7	amod	6	7	amod	correct	
7	2	obl	7	9	obl	wrong	
8	9	mark	8	9	mark	correct	
9	7	acl	9	2	advcl	wrong	
10	9	expl:pv	10	9	expl:pv	correct	
11	9	xcomp	11	9	advmod	correct	
12	13	cc	12	13	cc	correct	
13	9	conj	13	11	conj	wrong	
14	15	cc	14	24	cc	wrong	
15	13	conj	15	24	obl:arg	wrong	
16	18	case	16	18	case	correct	
17	18	amod	17	18	amod	correct	
18	13	orphan	18	24	orphan	wrong	
19	24	mark	19	24	mark	correct	
20	24	obl	20	24	obl	correct	
21	24	obj	21	24	obj	correct	
22	23	case	22	23	case	correct	
23	24	obl	23	24	obl	correct	
24	9	conj	24	9	conj	correct	
25	2	punct	25	2	punct	correct	
1	4	nsubj	1	4	nsubj	correct	
2	1	amod	2	1	amod	correct	
3	2	obl	3	4	obl	wrong	
4	0	root	4	0	root	wrong	
5	10	cc	5	10	cc	correct	
6	7	amod	6	7	amod	correct	
7	10	obl:arg	7	10	obl:arg	correct	
8	9	case	8	9	case	correct	
9	10	obl	9	10	obl	correct	
10	4	conj	10	4	conj	correct	
11	12	cc	11	12	cc	correct	
12	4	conj	12	4	conj	correct	
13	12	advmod	13	12	advmod	correct	
14	16	case	14	16	case	correct	
15	16	amod	15	16	amod	correct	
16	12	obl	16	12	obl	correct	
17	4	punct	17	4	punct	correct	
1	2	obj	1	2	obj	correct	
2	0	root	2	0	root	wrong	
3	2	expl:pv	3	2	expl:pv	correct	
4	5	amod	4	5	amod	correct	
5	2	obl	5	2	obl	correct	
6	10	punct	6	10	punct	correct	
7	10	advmod	7	10	advmod	correct	
8	10	dep	8	11	amod	wrong	
9	10	xcomp	9	11	aux	wrong	
10	2	conj	10	2	parataxis	correct	
11	10	nsubj	11	10	xcomp	correct	
12	2	punct	12	2	punct	correct	
1	2	advmod	1	2	advmod	correct	
2	0	root	2	0	root	wrong	
3	5	case	3	6	case	wrong	
4	5	amod	4	5	amod	correct	
5	2	obl	5	6	nmod	wrong	1
6	2	obl	6	2	obl	correct	
7	2	punct	7	2	punct	correct	
1	6	advmod	1	6	advmod	correct	
2	12	obj	2	5	nmod	wrong	1
3	2	det	3	2	det	correct	
4	5	amod	4	5	amod	correct	
5	6	nsubj	5	6	obj	correct	
6	0	root	6	0	root	wrong	
7	9	case	7	9	case	correct	
8	9	amod	8	9	amod	correct	
9	6	obl	9	6	obl	correct	
10	11	case	10	11	case	correct	
11	12	obl	11	12	obl	correct	
12	6	xcomp	12	6	xcomp	correct	
13	6	punct	13	6	punct	correct	
1	2	advmod	1	2	advmod	correct	
2	0	root	2	0	root	wrong	
3	5	det	3	5	det	correct	
4	5	amod	4	5	amod	correct	
5	2	obj	5	2	obj	correct	
6	11	punct	6	11	punct	correct	
7	11	aux	7	11	mark	correct	
8	11	advmod	8	11	advmod	correct	
9	10	case	9	10	case	correct	
10	11	obl	10	11	obl	correct	
11	2	conj	11	2	advcl	correct	
12	11	expl:pv	12	11	expl:pv	correct	
13	11	nsubj	13	11	nsubj	correct	
14	2	punct	14	2	punct	correct	
1	5	dep	1	6	dep	correct	
2	5	vocative	2	6	vocative	correct	
3	5	punct	3	6	punct	correct	
4	5	cop	4	6	nsubj	correct	
5	0	root	6	0	root	wrong	
6	5	obl:arg	7	6	obl:arg	correct	
7	5	punct	8	6	punct	correct	
			5	6	aux		
1	3	advmod	1	2	mark	wrong	
2	3	nsubj	2	3	advcl	correct	
3	0	root	3	0	root	wrong	
4	3	obj	4	3	obj	correct	
5	6	case	5	6	case	correct	
6	3	obl:arg	6	3	obl	correct	
7	9	punct	7	10	punct	correct	
8	9	advmod	8	9	case	wrong	
9	3	conj	10	3	parataxis	correct	
10	9	advmod	11	12	nmod	wrong	1
11	9	obl:arg	12	15	obl:arg	wrong	
12	13	det	13	14	det	correct	
13	11	nmod	14	12	nmod	correct	
14	9	xcomp	15	10	xcomp	correct	
15	14	obj	16	15	obj	correct	
16	3	punct	17	3	punct	correct	
			9	10	obl		
1	2	advmod	1	2	dep	correct	
2	0	root	2	0	root	wrong	
3	4	det	3	4	det	correct	
4	2	obj	4	2	obj	correct	
5	4	nmod	5	4	nmod	correct	
6	5	amod	6	5	amod	correct	
7	8	cc	7	8	cc	correct	
8	6	conj	8	4	conj	wrong	
9	11	punct	9	11	punct	correct	
10	11	case	10	11	case	correct	
11	4	nmod	11	16	obl	wrong	
12	13	punct	12	13	punct	correct	
13	11	appos	13	11	appos	correct	
14	13	amod	14	13	amod	correct	
15	16	punct	15	16	punct	correct	
16	4	acl	16	4	acl	correct	
17	18	amod	17	18	amod	correct	
18	19	obl:arg	18	20	nmod	wrong	1
19	16	xcomp	19	16	xcomp	correct	
20	19	obj	20	19	obj	correct	
21	2	punct	21	2	punct	correct	
1	2	cc	1	2	advmod:emph	correct	
2	0	root	2	0	root	wrong	
3	2	punct	3	2	punct	correct	
1	4	nsubj	1	4	nsubj	correct	
2	4	advmod	2	4	advmod	correct	
3	4	expl:pv	3	4	expl:pv	correct	
4	0	root	4	0	root	wrong	
5	7	punct	5	7	punct	correct	
6	7	det	6	7	det	correct	
7	4	conj	7	8	obl:arg	wrong	
8	7	amod	8	4	parataxis	wrong	
9	10	amod	9	10	amod	correct	
10	7	orphan	10	8	nsubj	wrong	
11	12	punct	11	12	punct	correct	
12	7	orphan	12	10	conj	wrong	
13	14	case	13	14	case	correct	
14	12	nmod	14	12	nmod	correct	
15	18	punct	15	18	punct	correct	
16	18	nsubj	16	18	nsubj	correct	
17	18	advmod	17	18	advmod	correct	
18	4	conj	18	4	parataxis	correct	
19	18	obj	19	18	obj	correct	
20	19	amod	20	19	amod	correct	
21	24	punct	21	24	punct	correct	
22	24	nsubj	22	24	nsubj	correct	
23	24	obj	23	24	obj	correct	
24	19	acl:relcl	24	19	acl:relcl	correct	
25	24	advmod	25	24	advmod	correct	
26	4	punct	26	4	punct	correct	
1	3	advmod	1	3	advmod:emph	correct	
2	3	advmod	2	3	advmod:emph	correct	
3	0	root	3	0	root	wrong	
4	5	amod	4	5	amod	correct	
5	3	obl	5	3	obl	correct	
6	7	case	6	9	case	wrong	
7	5	amod	7	9	amod	wrong	
8	9	amod	8	9	amod	correct	
9	3	obl	9	14	obl	wrong	
10	14	mark	10	14	mark	correct	
11	12	punct	11	12	punct	correct	
12	14	dep	12	14	vocative	correct	
13	12	punct	13	12	punct	correct	
14	3	advcl	14	3	advcl	correct	
15	14	xcomp	15	14	xcomp	correct	
16	3	punct	16	3	punct	correct	
1	5	dep	1	5	dep	correct	
2	5	punct	2	5	punct	correct	
3	5	cop	3	5	cop	correct	
4	5	advmod	4	5	advmod	correct	
5	0	root	5	0	root	wrong	
6	5	punct	6	5	punct	correct	
1	3	obl	1	5	nsubj	wrong	
2	1	amod	2	1	amod	correct	
3	5	advmod	3	5	advmod	correct	
4	5	advmod	4	5	advmod	correct	
5	0	root	5	0	root	wrong	
6	5	expl:pv	6	5	expl:pv	correct	
7	5	obl:arg	7	5	obl:arg	correct	
8	5	advmod	8	5	advmod	correct	
9	10	amod	9	10	amod	correct	
10	5	obl	10	5	obl	correct	
11	16	cc	11	15	cc	wrong	
12	15	case	12	15	case	correct	
13	15	nummod	13	15	nummod	correct	
14	15	amod	14	5	conj	wrong	
15	16	obl	15	14	obl	wrong	
16	5	conj	16	14	advmod	wrong	
17	5	punct	17	5	punct	correct	
1	3	punct	1	3	punct	correct	
2	3	mark	2	3	mark	correct	
3	0	root	3	0	root	wrong	
4	6	advmod:emph	4	3	advmod:emph	wrong	
5	6	case	5	6	case	correct	
6	3	obl	6	3	obl	correct	
7	3	obj	7	3	obj	correct	
8	7	det	8	7	det	correct	
9	3	punct	9	3	punct	correct	
1	3	nsubj	1	3	dep	correct	
2	3	advmod	2	3	advmod	correct	
3	0	root	3	0	root	wrong	
4	7	punct	4	7	punct	correct	
5	7	mark	5	7	mark	correct	
6	7	advmod	6	7	advmod	correct	
7	3	ccomp	7	3	ccomp	correct	
8	9	case	8	9	case	correct	
9	7	obl:arg	9	7	obl:arg	correct	
10	11	cc	10	11	cc	correct	
11	7	conj	11	7	conj	correct	
12	11	expl:pv	12	11	expl:pv	correct	
13	16	punct	13	19	punct	wrong	
14	16	mark	14	19	mark	wrong	
15	16	case	15	16	case	correct	
16	11	dep	16	17	nmod	wrong	
17	16	nmod	17	19	obl	wrong	
18	19	obj	18	19	obj	correct	
19	3	root	19	11	ccomp	wrong	
20	19	nsubj	20	19	nsubj	correct	
21	20	nmod	21	20	nmod	correct	
22	25	punct	22	25	punct	correct	
23	25	case	23	25	case	correct	
24	25	amod	24	25	amod	correct	
25	19	obl	25	27	obl	wrong	
26	27	mark	26	27	mark	correct	
27	19	advcl	27	19	ccomp	correct	
28	27	expl:pv	28	27	expl:pv	correct	
29	27	obl	29	27	obl:arg	correct	
30	27	advmod	30	27	advmod	correct	
31	32	punct	31	32	punct	correct	
32	30	conj	32	30	conj	correct	
33	19	punct	33	19	punct	correct	
1	0	root	1	0	root	wrong	
2	1	obj	2	1	obj	correct	
3	8	punct	3	1	punct	wrong	
4	6	amod	4	8	dep	wrong	
5	6	det	5	6	det	correct	
6	8	nsubj	6	8	nsubj	correct	
7	8	cc	7	8	advmod:emph	correct	
8	1	conj	8	1	parataxis	correct	
9	8	expl:pv	9	8	expl:pv	correct	
10	8	advmod	10	8	advmod	correct	
11	14	punct	11	14	punct	correct	
12	14	mark	12	14	mark	correct	
13	14	aux	13	14	aux	correct	
14	8	csubj	14	8	advcl	correct	
15	17	det	15	17	det	correct	
16	17	amod	16	17	amod	correct	
17	14	obl:arg	17	18	nmod	wrong	1
18	14	nsubj	18	14	nsubj	correct	
19	18	amod	19	18	amod	correct	
20	26	cc	20	26	cc	correct	
21	22	amod	21	22	amod	correct	
22	26	obl	22	26	obl	correct	
23	24	case	23	24	case	correct	
24	26	obl	24	26	obl	correct	
25	26	expl:pv	25	26	expl:pv	correct	
26	14	conj	26	14	conj	correct	
27	1	punct	27	8	punct	wrong	
28	1	punct	28	8	punct	wrong	
29	1	punct	29	8	punct	wrong	
1	9	root	1	9	dep	correct	
2	5	punct	2	5	punct	correct	
3	5	case	3	5	case	correct	
4	5	amod	4	5	amod	correct	
5	1	conj	5	9	obl	wrong	
6	5	mark	6	9	advmod	wrong	
7	9	obl:arg	7	9	obl:arg	correct	
8	9	nsubj	8	9	nsubj	correct	
9	0	root	9	0	root	wrong	
10	9	advmod	10	9	advmod	correct	
11	9	advmod	11	9	advmod	correct	
12	13	cc	12	13	cc	correct	
13	11	conj	13	11	conj	correct	
14	20	punct	14	20	punct	correct	
15	16	advmod	15	20	advmod	wrong	
16	17	amod	16	17	amod	correct	
17	20	nsubj	17	20	nsubj	correct	
18	20	expl:pv	18	20	expl:pv	correct	
19	20	advmod	19	20	advmod	correct	
20	9	conj	20	9	parataxis	correct	
21	27	punct	21	27	punct	correct	
22	27	mark	22	27	mark	correct	
23	27	obj	23	27	obj	correct	
24	25	case	24	25	case	correct	
25	27	obl	25	27	obl	correct	
26	25	nmod	26	25	nmod	correct	
27	20	advcl	27	20	advcl	correct	
28	27	nsubj	28	27	nsubj	correct	
29	33	punct	29	33	punct	correct	
30	33	dep	30	33	dep	correct	
31	33	punct	31	33	punct	correct	
32	33	advmod	32	33	advmod	correct	
33	9	conj	33	9	conj	correct	
34	9	punct	34	9	punct	correct	
1	2	cc	1	2	advmod:emph	correct	
2	0	root	2	0	root	wrong	
3	2	obl	3	2	obl	correct	
4	5	punct	4	5	punct	correct	
5	2	conj	5	2	conj	correct	
6	5	obj	6	5	obj	correct	
7	10	punct	7	10	punct	correct	
8	9	nummod	8	9	nummod:gov	correct	
9	10	nsubj	9	10	nsubj	correct	
10	2	conj	10	2	conj	correct	
11	12	mark	11	12	mark	correct	
12	10	advcl	12	10	advcl	correct	
13	14	cc	13	14	cc	correct	
14	12	conj	14	12	conj	correct	
15	19	punct	15	19	punct	correct	
16	19	advmod	16	19	advmod	correct	
17	19	obj	17	19	obj	correct	
18	19	aux	18	19	aux	correct	
19	2	conj	19	2	parataxis	correct	
20	22	case	20	22	case	correct	
21	22	det	21	22	det	correct	
22	19	obl	22	19	obl	correct	
23	28	punct	23	28	punct	correct	
24	28	cc	24	28	cc	correct	
25	28	nsubj	25	28	nsubj	correct	
26	25	nmod	26	25	nmod	correct	
27	28	obl:arg	27	28	obj	correct	
28	19	conj	28	19	conj	correct	
29	28	obj	29	28	obj	correct	
30	2	punct	30	2	punct	correct	
1	2	advmod	1	2	advmod	correct	
2	0	root	2	0	root	wrong	
3	4	expl:pv	3	4	expl:pv	correct	
4	2	xcomp	4	2	xcomp	correct	
5	4	obl	5	4	obl:arg	correct	
6	7	punct	6	7	punct	correct	
7	5	conj	7	5	conj	correct	
8	9	punct	8	9	punct	correct	
9	5	conj	9	5	conj	correct	
10	2	punct	10	2	punct	correct	
11	17	punct	11	17	punct	correct	
12	17	mark	12	17	mark	correct	
13	17	cop	13	17	cop	correct	
14	16	case	14	16	case	correct	
15	16	det	15	16	det	correct	
16	17	obl	16	17	obl	correct	
17	2	root	17	2	parataxis	correct	
18	17	punct	18	17	punct	correct	
19	17	punct	19	17	punct	correct	
20	29	cc	20	21	cc	wrong	
21	29	obj	21	29	obj	correct	
22	24	punct	22	24	punct	correct	
23	24	nsubj	23	24	nsubj	correct	
24	21	acl:relcl	24	21	acl:relcl	correct	
25	24	obj	25	24	obj	correct	
26	25	nmod	26	24	obl:arg	wrong	
27	25	amod	27	25	amod	correct	
28	24	punct	28	29	punct	wrong	
29	17	conj	29	2	conj	wrong	
30	29	advmod	30	29	advmod	correct	
31	29	obj	31	33	nmod	wrong	1
32	33	amod	32	33	amod	correct	
33	29	obl	33	29	obl	correct	
34	17	punct	34	2	punct	wrong	
1	8	punct	1	8	punct	correct	
2	4	case	2	8	dep	wrong	
3	8	obl:arg	3	8	advmod	correct	
4	8	obl:arg	4	8	obl:arg	correct	
5	8	expl:pv	5	8	expl:pv	correct	
6	7	mark	6	7	mark	correct	
7	8	advcl	7	8	advcl	correct	
8	0	root	8	0	root	wrong	
9	12	punct	9	12	punct	correct	
10	12	det	10	12	det	correct	
11	12	amod	11	12	amod	correct	
12	8	conj	12	8	vocative	correct	
13	14	case	13	14	case	correct	
14	12	nmod	14	12	nmod	correct	
15	14	amod	15	14	amod	correct	
